step,target_class,confidence,diff_x,diff_y,smoothed_diff_x,smoothed_diff_y,direction,pos_x,pos_y,pos_z
295,person,0.93,-52,-1,-54.8,-1.0,['LEFT'],0.031,-0.322,1.000
296,person,0.92,-38,-1,-51.4,-1.0,['LEFT'],0.030,-0.324,1.000
297,person,0.92,-36,-1,-47.6,-1.0,['LEFT'],0.030,-0.326,1.000
298,person,0.92,-26,-1,-41.4,-1.0,['LEFT'],0.030,-0.328,1.000
299,person,0.92,-23,-1,-35.0,-1.0,['LEFT'],0.029,-0.330,1.000
300,person,0.91,-22,-1,-29.0,-1.0,['STAY'],0.029,-0.332,1.000
301,person,0.92,-20,-1,-25.4,-1.0,['STAY'],0.029,-0.334,1.000
302,person,0.91,-21,-1,-22.4,-1.0,['STAY'],0.028,-0.337,1.000
303,person,0.91,-24,0,-22.0,-0.8,['STAY'],0.028,-0.339,1.000
304,person,0.91,-22,-1,-21.8,-0.8,['STAY'],0.028,-0.341,1.000
305,person,0.92,-23,0,-22.0,-0.6,['STAY'],0.027,-0.343,1.000
306,person,0.91,-28,0,-23.6,-0.4,['STAY'],0.027,-0.345,1.000
307,person,0.89,-27,0,-24.8,-0.2,['STAY'],0.026,-0.347,1.000
308,person,0.89,-30,0,-26.0,-0.2,['STAY'],0.026,-0.349,1.000
309,person,0.89,-31,0,-27.8,0.0,['STAY'],0.026,-0.351,1.000
310,person,0.88,-35,2,-30.2,0.4,['LEFT'],0.025,-0.353,1.000
311,person,0.87,-37,12,-32.0,2.8,['LEFT'],0.025,-0.355,1.000
312,person,0.86,-39,17,-34.4,6.2,['LEFT'],0.025,-0.357,1.000
313,person,0.85,-42,26,-36.8,11.4,['LEFT'],0.024,-0.359,1.000
314,person,0.85,-42,35,-39.0,18.4,['LEFT'],0.024,-0.361,1.000
315,person,0.88,-41,47,-40.2,27.4,['LEFT'],0.023,-0.364,1.000
316,person,0.86,-43,57,-41.4,36.4,"['LEFT', 'DOWN']",0.023,-0.366,1.000
317,person,0.85,-42,65,-42.0,46.0,"['LEFT', 'DOWN']",0.022,-0.368,1.000
318,person,0.75,-41,76,-41.8,56.0,"['LEFT', 'DOWN']",0.022,-0.370,1.000
319,person,0.63,-56,85,-44.6,66.0,"['LEFT', 'DOWN']",0.022,-0.372,1.000
320,person,0.60,-59,95,-48.2,75.6,"['LEFT', 'DOWN']",0.021,-0.374,1.000
321,person,0.54,-47,110,-49.0,86.2,"['LEFT', 'DOWN']",0.021,-0.376,1.000
322,person,0.50,-60,111,-52.6,95.4,"['LEFT', 'DOWN']",0.020,-0.378,1.000
323,person,0.59,-117,121,-67.8,104.4,"['LEFT', 'DOWN']",0.020,-0.380,1.000
324,person,0.67,-114,125,-79.4,112.4,"['LEFT', 'DOWN']",0.019,-0.383,1.000
325,person,0.65,-111,126,-89.8,118.6,"['LEFT', 'DOWN']",0.019,-0.385,1.000
326,person,0.63,-109,127,-102.2,122.0,"['LEFT', 'DOWN']",0.018,-0.387,1.000
327,person,0.67,-108,128,-111.8,125.4,"['LEFT', 'DOWN']",0.018,-0.389,1.000
328,person,0.68,-109,128,-110.2,126.8,"['LEFT', 'DOWN']",0.017,-0.391,1.000
329,person,0.63,-106,128,-108.6,127.4,"['LEFT', 'DOWN']",0.017,-0.393,1.000
330,person,0.59,-104,129,-107.2,128.0,"['LEFT', 'DOWN']",0.016,-0.396,1.000
331,person,0.56,-103,129,-106.0,128.4,"['LEFT', 'DOWN']",0.015,-0.398,1.000
332,person,0.58,-102,131,-104.8,129.0,"['LEFT', 'DOWN']",0.015,-0.400,1.000
333,person,0.56,-105,131,-104.0,129.6,"['LEFT', 'DOWN']",0.014,-0.402,1.000
334,person,0.57,-107,131,-104.2,130.2,"['LEFT', 'DOWN']",0.014,-0.404,1.000
335,person,0.47,-109,130,-105.2,130.4,"['LEFT', 'DOWN']",0.013,-0.407,1.000
336,person,0.44,-109,130,-106.4,130.6,"['LEFT', 'DOWN']",0.012,-0.409,1.000
337,person,0.51,-74,128,-100.8,130.0,"['LEFT', 'DOWN']",0.012,-0.411,1.000
338,person,0.53,-69,126,-93.6,129.0,"['LEFT', 'DOWN']",0.011,-0.413,1.000
339,person,0.56,-29,122,-78.0,127.2,"['LEFT', 'DOWN']",0.011,-0.416,1.000
340,person,0.58,-31,114,-62.4,124.0,"['LEFT', 'DOWN']",0.010,-0.418,1.000
341,person,0.63,-38,112,-48.2,120.4,"['LEFT', 'DOWN']",0.009,-0.420,1.000
342,person,0.75,-45,97,-42.4,114.2,"['LEFT', 'DOWN']",0.009,-0.423,1.000
343,person,0.84,-38,86,-36.2,106.2,"['LEFT', 'DOWN']",0.008,-0.425,1.000
344,person,0.86,-48,74,-40.0,96.6,"['LEFT', 'DOWN']",0.007,-0.427,1.000
345,person,0.86,-48,74,-43.4,88.6,"['LEFT', 'DOWN']",0.007,-0.429,1.000
346,person,0.91,-48,48,-45.4,75.8,"['LEFT', 'DOWN']",0.006,-0.432,1.000
347,person,0.93,-49,33,-46.2,63.0,"['LEFT', 'DOWN']",0.005,-0.434,1.000
348,person,0.92,-53,22,-49.2,50.2,"['LEFT', 'DOWN']",0.005,-0.436,1.000
349,person,0.91,-59,5,-51.4,36.4,"['LEFT', 'DOWN']",0.004,-0.439,1.000
350,person,0.93,-68,-1,-55.4,21.4,['LEFT'],0.003,-0.441,1.000
351,person,0.93,-79,1,-61.6,12.0,['LEFT'],0.002,-0.443,1.000
352,person,0.93,-96,1,-71.0,5.6,['LEFT'],0.002,-0.446,1.000
353,person,0.94,-111,-1,-82.6,1.0,['LEFT'],0.001,-0.448,1.000
354,person,0.94,-126,-1,-96.0,-0.2,['LEFT'],0.000,-0.450,1.000
355,person,0.94,-126,-1,-107.6,-0.2,['LEFT'],-0.001,-0.453,1.000
356,person,0.94,-138,-1,-119.4,-0.6,['LEFT'],-0.001,-0.455,1.000
357,person,0.94,-153,-1,-130.8,-1.0,['LEFT'],-0.002,-0.458,1.000
358,person,0.95,-172,-1,-143.0,-1.0,['LEFT'],-0.003,-0.460,1.000
359,person,0.95,-179,0,-153.6,-0.8,['LEFT'],-0.004,-0.462,1.000
360,person,0.95,-184,0,-165.2,-0.6,['LEFT'],-0.004,-0.465,1.000
361,person,0.94,-186,-1,-174.8,-0.6,['LEFT'],-0.005,-0.467,1.000
362,person,0.94,-189,-1,-182.0,-0.6,['LEFT'],-0.006,-0.469,1.000
363,person,0.94,-193,-1,-186.2,-0.6,['LEFT'],-0.007,-0.472,1.000
364,person,0.94,-197,-2,-189.8,-1.0,['LEFT'],-0.008,-0.474,1.000
365,person,0.94,-197,-2,-192.4,-1.4,['LEFT'],-0.009,-0.476,1.000
366,person,0.94,-201,-2,-195.4,-1.6,['LEFT'],-0.009,-0.479,1.000
367,person,0.92,-205,-3,-198.6,-2.0,['LEFT'],-0.010,-0.481,1.000
368,person,0.90,-211,-2,-202.2,-2.2,['LEFT'],-0.011,-0.483,1.000
369,person,0.91,-216,-2,-206.0,-2.2,['LEFT'],-0.012,-0.486,1.000
370,person,0.91,-227,-3,-212.0,-2.4,['LEFT'],-0.013,-0.488,1.000
371,person,0.91,-231,-3,-218.0,-2.6,['LEFT'],-0.014,-0.490,1.000
372,person,0.92,-235,-2,-224.0,-2.4,['LEFT'],-0.015,-0.493,1.000
373,person,0.90,-240,-2,-229.8,-2.4,['LEFT'],-0.016,-0.495,1.000
374,person,0.90,-246,-3,-235.8,-2.6,['LEFT'],-0.017,-0.497,1.000
375,person,0.90,-246,-3,-239.6,-2.6,['LEFT'],-0.018,-0.500,1.000
376,person,0.90,-250,-3,-243.4,-2.6,['LEFT'],-0.019,-0.502,1.000
377,person,0.87,-259,-1,-248.2,-2.4,['LEFT'],-0.019,-0.504,1.000
378,person,0.65,-288,-9,-257.8,-3.8,['LEFT'],-0.020,-0.507,1.000
379,None,,,,,,['SEARCH'],-0.021,-0.509,1.000
380,None,,,,,,['SEARCH'],-0.022,-0.511,1.000
381,None,,,,,,['SEARCH'],-0.023,-0.514,1.000
382,None,,,,,,['SEARCH'],-0.024,-0.516,1.000
383,None,,,,,,['SEARCH'],-0.025,-0.518,1.000
384,None,,,,,,['SEARCH'],-0.026,-0.520,1.000
385,None,,,,,,['SEARCH'],-0.027,-0.523,1.000
386,None,,,,,,['SEARCH'],-0.028,-0.525,1.000
387,None,,,,,,['SEARCH'],-0.029,-0.527,1.000
388,None,,,,,,['SEARCH'],-0.030,-0.530,1.000
389,None,,,,,,['SEARCH'],-0.031,-0.532,1.000
390,None,,,,,,['SEARCH'],-0.032,-0.534,1.000
391,None,,,,,,['SEARCH'],-0.033,-0.536,1.000
392,None,,,,,,['SEARCH'],-0.034,-0.539,1.000
393,None,,,,,,['SEARCH'],-0.035,-0.541,1.000
394,None,,,,,,['SEARCH'],-0.035,-0.543,1.000
395,None,,,,,,['SEARCH'],-0.036,-0.545,1.000
396,None,,,,,,['SEARCH'],-0.037,-0.548,1.000
397,None,,,,,,['SEARCH'],-0.038,-0.550,1.000
398,None,,,,,,['SEARCH'],-0.039,-0.552,1.000
399,None,,,,,,['SEARCH'],-0.040,-0.554,1.000
400,None,,,,,,['SEARCH'],-0.041,-0.556,1.000
401,None,,,,,,['SEARCH'],-0.042,-0.559,1.000
402,None,,,,,,['SEARCH'],-0.043,-0.561,1.000
403,None,,,,,,['SEARCH'],-0.043,-0.563,1.000
404,None,,,,,,['SEARCH'],-0.044,-0.565,1.000
405,None,,,,,,['SEARCH'],-0.045,-0.568,1.000
406,None,,,,,,['SEARCH'],-0.046,-0.570,1.000
407,None,,,,,,['SEARCH'],-0.047,-0.572,1.000
408,None,,,,,,['SEARCH'],-0.048,-0.574,1.000
409,None,,,,,,['SEARCH'],-0.049,-0.576,1.000
410,None,,,,,,['SEARCH'],-0.049,-0.579,1.000
411,person,0.44,-297,6,-268.0,-2.0,['LEFT'],-0.050,-0.581,1.000
412,person,0.51,-296,2,-278.0,-1.0,['LEFT'],-0.051,-0.583,1.000
413,person,0.58,-295,-1,-287.0,-0.6,['LEFT'],-0.052,-0.585,1.000
414,person,0.64,-294,1,-294.0,-0.2,['LEFT'],-0.053,-0.588,1.000
415,person,0.74,-291,7,-294.6,3.0,['LEFT'],-0.054,-0.590,1.000
416,person,0.80,-289,2,-293.0,2.2,['LEFT'],-0.055,-0.592,1.000
417,person,0.86,-286,1,-291.0,2.0,['LEFT'],-0.056,-0.594,1.000
418,person,0.87,-283,1,-288.6,2.4,['LEFT'],-0.056,-0.596,1.000
419,person,0.87,-281,0,-286.0,2.2,['LEFT'],-0.057,-0.599,1.000
420,person,0.88,-277,0,-283.2,0.8,['LEFT'],-0.058,-0.601,1.000
421,person,0.89,-273,-1,-280.0,0.2,['LEFT'],-0.059,-0.603,1.000
422,person,0.89,-269,-1,-276.6,-0.2,['LEFT'],-0.060,-0.605,1.000
423,person,0.88,-265,-1,-273.0,-0.6,['LEFT'],-0.061,-0.607,1.000
424,person,0.86,-260,-1,-268.8,-0.8,['LEFT'],-0.062,-0.610,1.000
425,person,0.89,-256,-1,-264.6,-1.0,['LEFT'],-0.063,-0.612,1.000
426,person,0.90,-251,-1,-260.2,-1.0,['LEFT'],-0.064,-0.614,1.000
427,person,0.89,-247,-1,-255.8,-1.0,['LEFT'],-0.065,-0.616,1.000
428,person,0.89,-243,-2,-251.4,-1.2,['LEFT'],-0.066,-0.618,1.000
429,person,0.81,-239,0,-247.2,-1.0,['LEFT'],-0.067,-0.621,1.000
430,person,0.86,-235,0,-243.0,-0.8,['LEFT'],-0.068,-0.623,1.000
431,person,0.88,-227,-1,-238.2,-0.8,['LEFT'],-0.069,-0.625,1.000
432,person,0.88,-222,-1,-233.2,-0.8,['LEFT'],-0.070,-0.627,1.000
433,person,0.89,-212,-2,-227.0,-0.8,['LEFT'],-0.071,-0.629,1.000
434,person,0.91,-203,-1,-219.8,-1.0,['LEFT'],-0.072,-0.632,1.000
435,person,0.91,-192,0,-211.2,-1.0,['LEFT'],-0.073,-0.634,1.000
436,person,0.92,-184,-1,-202.6,-1.0,['LEFT'],-0.074,-0.636,1.000
437,person,0.92,-176,0,-193.4,-0.8,['LEFT'],-0.075,-0.638,1.000
438,person,0.93,-167,0,-184.4,-0.4,['LEFT'],-0.076,-0.640,1.000
439,person,0.93,-155,1,-174.8,0.0,['LEFT'],-0.077,-0.643,1.000
440,person,0.93,-146,0,-165.6,0.0,['LEFT'],-0.078,-0.645,1.000
441,person,0.93,-133,0,-155.4,0.2,['LEFT'],-0.079,-0.647,1.000
442,person,0.92,-122,-1,-144.6,0.0,['LEFT'],-0.081,-0.649,1.000
443,person,0.94,-112,0,-133.6,0.0,['LEFT'],-0.082,-0.651,1.000
444,person,0.92,-93,-1,-121.2,-0.4,['LEFT'],-0.083,-0.654,1.000
445,person,0.90,-67,1,-105.4,-0.2,['LEFT'],-0.084,-0.656,1.000
446,person,0.89,-34,12,-85.6,2.2,['LEFT'],-0.085,-0.658,1.000
447,person,0.88,-5,23,-62.2,7.0,['LEFT'],-0.086,-0.660,1.000
448,person,0.83,38,40,-32.2,15.0,['LEFT'],-0.087,-0.662,1.000
449,person,0.87,70,59,0.4,27.0,['STAY'],-0.089,-0.665,1.000
450,person,0.74,96,74,33.0,41.6,"['RIGHT', 'DOWN']",-0.090,-0.667,1.000
451,person,0.75,107,87,61.2,56.6,"['RIGHT', 'DOWN']",-0.091,-0.669,1.000
452,person,0.64,121,97,86.4,71.4,"['RIGHT', 'DOWN']",-0.092,-0.671,1.000
453,person,0.69,136,104,106.0,84.2,"['RIGHT', 'DOWN']",-0.093,-0.673,1.000
454,person,0.74,167,108,125.4,94.0,"['RIGHT', 'DOWN']",-0.094,-0.676,1.000
455,person,0.75,178,109,141.8,101.0,"['RIGHT', 'DOWN']",-0.095,-0.678,1.000
456,person,0.82,179,110,156.2,105.6,"['RIGHT', 'DOWN']",-0.096,-0.680,1.000
457,person,0.85,179,111,167.8,108.4,"['RIGHT', 'DOWN']",-0.097,-0.682,1.000
458,person,0.85,180,112,176.6,110.0,"['RIGHT', 'DOWN']",-0.099,-0.685,1.000
459,person,0.86,186,113,180.4,111.0,"['RIGHT', 'DOWN']",-0.100,-0.687,1.000
460,person,0.79,189,115,182.6,112.2,"['RIGHT', 'DOWN']",-0.101,-0.689,1.000
461,person,0.68,195,117,185.8,113.6,"['RIGHT', 'DOWN']",-0.102,-0.691,1.000
462,person,0.75,199,119,189.8,115.2,"['RIGHT', 'DOWN']",-0.103,-0.694,1.000
463,person,0.73,202,121,194.2,117.0,"['RIGHT', 'DOWN']",-0.104,-0.696,1.000
464,person,0.74,204,123,197.8,119.0,"['RIGHT', 'DOWN']",-0.105,-0.698,1.000
465,person,0.73,202,123,200.4,120.6,"['RIGHT', 'DOWN']",-0.106,-0.701,1.000
466,person,0.73,201,122,201.6,121.6,"['RIGHT', 'DOWN']",-0.107,-0.703,1.000
467,person,0.72,196,120,201.0,121.8,"['RIGHT', 'DOWN']",-0.108,-0.705,1.000
468,person,0.80,191,119,198.8,121.4,"['RIGHT', 'DOWN']",-0.109,-0.708,1.000
469,person,0.83,190,118,196.0,120.4,"['RIGHT', 'DOWN']",-0.110,-0.710,1.000
470,person,0.85,186,117,192.8,119.2,"['RIGHT', 'DOWN']",-0.111,-0.712,1.000
471,person,0.81,181,117,188.8,118.2,"['RIGHT', 'DOWN']",-0.112,-0.715,1.000
472,person,0.75,180,116,185.6,117.4,"['RIGHT', 'DOWN']",-0.113,-0.717,1.000
473,person,0.75,180,116,183.4,116.8,"['RIGHT', 'DOWN']",-0.114,-0.720,1.000
474,person,0.71,167,115,178.8,116.2,"['RIGHT', 'DOWN']",-0.114,-0.722,1.000
475,person,0.74,136,113,168.8,115.4,"['RIGHT', 'DOWN']",-0.115,-0.724,1.000
476,person,0.71,113,112,155.2,114.4,"['RIGHT', 'DOWN']",-0.116,-0.727,1.000
477,person,0.79,70,110,133.2,113.2,"['RIGHT', 'DOWN']",-0.117,-0.729,1.000
478,person,0.76,56,110,108.4,112.0,"['RIGHT', 'DOWN']",-0.118,-0.732,1.000
479,person,0.76,44,112,83.8,111.4,"['RIGHT', 'DOWN']",-0.119,-0.734,1.000
480,person,0.76,44,112,65.4,111.2,"['RIGHT', 'DOWN']",-0.120,-0.736,1.000
481,person,0.71,29,114,48.6,111.6,"['RIGHT', 'DOWN']",-0.121,-0.739,1.000
482,person,0.72,4,115,35.4,112.6,"['RIGHT', 'DOWN']",-0.122,-0.741,1.000
483,person,0.74,-11,116,22.0,113.8,['DOWN'],-0.122,-0.744,1.000
484,person,0.73,-54,118,2.4,115.0,['DOWN'],-0.123,-0.746,1.000
485,person,0.81,-72,125,-20.8,117.6,['DOWN'],-0.124,-0.749,1.000
486,person,0.80,-89,126,-44.4,120.0,"['LEFT', 'DOWN']",-0.125,-0.751,1.000
487,person,0.73,-105,126,-66.2,122.2,"['LEFT', 'DOWN']",-0.126,-0.754,1.000
488,person,0.68,-116,127,-87.2,124.4,"['LEFT', 'DOWN']",-0.127,-0.756,1.000
489,person,0.75,-130,128,-102.4,126.4,"['LEFT', 'DOWN']",-0.128,-0.759,1.000
490,person,0.75,-130,128,-114.0,127.0,"['LEFT', 'DOWN']",-0.129,-0.761,1.000
491,person,0.74,-140,131,-124.2,128.0,"['LEFT', 'DOWN']",-0.129,-0.764,1.000
492,person,0.58,-152,132,-133.6,129.2,"['LEFT', 'DOWN']",-0.130,-0.766,1.000
493,None,,,,,,['SEARCH'],-0.131,-0.769,1.000
494,person,0.42,-218,134,-154.0,130.6,"['LEFT', 'DOWN']",-0.132,-0.771,1.000
495,None,,,,,,['SEARCH'],-0.133,-0.774,1.000
496,person,0.41,-156,135,-159.2,132.0,"['LEFT', 'DOWN']",-0.134,-0.777,1.000
497,person,0.40,-156,136,-164.4,133.6,"['LEFT', 'DOWN']",-0.135,-0.779,1.000
498,None,,,,,,['SEARCH'],-0.136,-0.782,1.000
499,None,,,,,,['SEARCH'],-0.137,-0.784,1.000
500,None,,,,,,['SEARCH'],-0.138,-0.787,1.000
501,None,,,,,,['SEARCH'],-0.139,-0.789,1.000
502,None,,,,,,['SEARCH'],-0.140,-0.792,1.000
503,None,,,,,,['SEARCH'],-0.141,-0.794,1.000
504,None,,,,,,['SEARCH'],-0.142,-0.797,1.000
505,None,,,,,,['SEARCH'],-0.143,-0.799,1.000
506,None,,,,,,['SEARCH'],-0.144,-0.802,1.000
507,person,0.42,-158,132,-168.0,133.8,"['LEFT', 'DOWN']",-0.145,-0.804,1.000
508,person,0.56,-198,130,-177.2,133.4,"['LEFT', 'DOWN']",-0.146,-0.807,1.000
509,person,0.59,-150,128,-163.6,132.2,"['LEFT', 'DOWN']",-0.146,-0.809,1.000
510,person,0.59,-150,128,-162.4,130.8,"['LEFT', 'DOWN']",-0.147,-0.812,1.000
511,person,0.68,-149,125,-161.0,128.6,"['LEFT', 'DOWN']",-0.148,-0.814,1.000
512,person,0.71,-146,123,-158.6,126.8,"['LEFT', 'DOWN']",-0.149,-0.817,1.000
513,person,0.70,-138,121,-146.6,125.0,"['LEFT', 'DOWN']",-0.150,-0.819,1.000
514,person,0.69,-122,117,-141.0,122.8,"['LEFT', 'DOWN']",-0.151,-0.822,1.000
515,person,0.74,-117,113,-134.4,119.8,"['LEFT', 'DOWN']",-0.152,-0.825,1.000
516,person,0.78,-112,111,-127.0,117.0,"['LEFT', 'DOWN']",-0.154,-0.827,1.000
517,person,0.78,-101,107,-118.0,113.8,"['LEFT', 'DOWN']",-0.155,-0.830,1.000
518,person,0.83,-92,101,-108.8,109.8,"['LEFT', 'DOWN']",-0.156,-0.832,1.000
519,person,0.83,-85,95,-101.4,105.4,"['LEFT', 'DOWN']",-0.157,-0.835,1.000
520,person,0.82,-78,91,-93.6,101.0,"['LEFT', 'DOWN']",-0.158,-0.838,1.000
521,person,0.76,-68,87,-84.8,96.2,"['LEFT', 'DOWN']",-0.159,-0.840,1.000
522,person,0.77,-62,83,-77.0,91.4,"['LEFT', 'DOWN']",-0.160,-0.843,1.000
523,person,0.83,-58,78,-70.2,86.8,"['LEFT', 'DOWN']",-0.161,-0.845,1.000
524,person,0.85,-55,72,-64.2,82.2,"['LEFT', 'DOWN']",-0.162,-0.848,1.000
525,person,0.82,-47,69,-58.0,77.8,"['LEFT', 'DOWN']",-0.163,-0.851,1.000
526,person,0.83,-43,62,-53.0,72.8,"['LEFT', 'DOWN']",-0.164,-0.853,1.000
527,person,0.83,-45,52,-49.6,66.6,"['LEFT', 'DOWN']",-0.165,-0.856,1.000
528,person,0.87,-43,44,-46.6,59.8,"['LEFT', 'DOWN']",-0.167,-0.859,1.000
529,person,0.89,-43,36,-44.2,52.6,"['LEFT', 'DOWN']",-0.168,-0.861,1.000
530,person,0.91,-44,25,-43.6,43.8,"['LEFT', 'DOWN']",-0.169,-0.864,1.000
531,person,0.91,-46,17,-44.2,34.8,"['LEFT', 'DOWN']",-0.170,-0.867,1.000
532,person,0.92,-45,6,-44.2,25.6,['LEFT'],-0.171,-0.870,1.000
533,person,0.93,-45,1,-44.6,17.0,['LEFT'],-0.172,-0.872,1.000
534,person,0.93,-46,-1,-45.2,9.6,['LEFT'],-0.173,-0.875,1.000
535,person,0.93,-51,0,-46.6,4.6,['LEFT'],-0.175,-0.878,1.000
536,person,0.93,-52,-1,-47.8,1.0,['LEFT'],-0.176,-0.880,1.000
537,person,0.93,-52,0,-49.2,-0.2,['LEFT'],-0.177,-0.883,1.000
538,person,0.93,-50,-1,-50.2,-0.6,['LEFT'],-0.178,-0.886,1.000
539,person,0.93,-53,-1,-51.6,-0.6,['LEFT'],-0.179,-0.888,1.000
540,person,0.93,-52,-1,-51.8,-0.8,['LEFT'],-0.181,-0.891,1.000
541,person,0.93,-51,-1,-51.6,-0.8,['LEFT'],-0.182,-0.894,1.000
542,person,0.93,-49,-1,-51.0,-1.0,['LEFT'],-0.183,-0.896,1.000
543,person,0.93,-48,-1,-50.6,-1.0,['LEFT'],-0.184,-0.899,1.000
544,person,0.93,-47,-1,-49.4,-1.0,['LEFT'],-0.186,-0.902,1.000
545,person,0.93,-47,-1,-48.4,-1.0,['LEFT'],-0.187,-0.904,1.000
546,person,0.94,-46,-1,-47.4,-1.0,['LEFT'],-0.188,-0.907,1.000
547,person,0.94,-46,-1,-46.8,-1.0,['LEFT'],-0.190,-0.910,1.000
548,person,0.93,-46,-1,-46.4,-1.0,['LEFT'],-0.191,-0.913,1.000
549,person,0.93,-45,-1,-46.0,-1.0,['LEFT'],-0.192,-0.915,1.000
550,person,0.93,-47,0,-46.0,-0.8,['LEFT'],-0.193,-0.918,1.000
551,person,0.93,-47,0,-46.2,-0.6,['LEFT'],-0.195,-0.921,1.000
552,person,0.94,-45,0,-46.0,-0.4,['LEFT'],-0.196,-0.923,1.000
553,person,0.93,-43,-1,-45.4,-0.4,['LEFT'],-0.197,-0.926,1.000
554,person,0.92,-40,1,-44.4,0.0,['LEFT'],-0.199,-0.929,1.000
555,person,0.92,-36,2,-42.2,0.4,['LEFT'],-0.200,-0.931,1.000
556,person,0.91,-32,12,-39.2,2.8,['LEFT'],-0.202,-0.934,1.000
557,person,0.90,-27,19,-35.6,6.6,['LEFT'],-0.203,-0.937,1.000
558,person,0.87,-17,30,-30.4,12.8,['LEFT'],-0.204,-0.939,1.000
559,person,0.89,-5,42,-23.4,21.0,['STAY'],-0.206,-0.942,1.000
560,person,0.87,-2,51,-16.6,30.8,['DOWN'],-0.207,-0.945,1.000
561,person,0.86,-1,62,-10.4,40.8,['DOWN'],-0.208,-0.947,1.000
562,person,0.85,7,73,-3.6,51.6,['DOWN'],-0.210,-0.950,1.000
563,person,0.83,13,80,2.4,61.6,['DOWN'],-0.211,-0.953,1.000
564,person,0.85,23,90,8.0,71.2,['DOWN'],-0.213,-0.956,1.000
565,person,0.83,24,96,13.2,80.2,['DOWN'],-0.214,-0.958,1.000
566,person,0.82,25,101,18.4,88.0,['DOWN'],-0.215,-0.961,1.000
567,person,0.81,28,106,22.6,94.6,['DOWN'],-0.217,-0.964,1.000
568,person,0.82,32,107,26.4,100.0,['DOWN'],-0.218,-0.966,1.000
569,person,0.83,35,108,28.8,103.6,['DOWN'],-0.219,-0.969,1.000
570,person,0.83,37,107,31.4,105.8,"['RIGHT', 'DOWN']",-0.221,-0.972,1.000
571,person,0.84,37,106,33.8,106.8,"['RIGHT', 'DOWN']",-0.222,-0.975,1.000
572,person,0.84,37,104,35.6,106.4,"['RIGHT', 'DOWN']",-0.223,-0.978,1.000
573,person,0.84,37,104,36.6,105.8,"['RIGHT', 'DOWN']",-0.225,-0.980,1.000
574,person,0.84,36,105,36.8,105.2,"['RIGHT', 'DOWN']",-0.226,-0.983,1.000
575,person,0.84,36,106,36.6,105.0,"['RIGHT', 'DOWN']",-0.227,-0.986,1.000
576,person,0.83,36,107,36.4,105.2,"['RIGHT', 'DOWN']",-0.229,-0.989,1.000
577,person,0.84,35,107,36.0,105.8,"['RIGHT', 'DOWN']",-0.230,-0.992,1.000
578,person,0.84,36,108,35.8,106.6,"['RIGHT', 'DOWN']",-0.231,-0.994,1.000
579,person,0.84,34,108,35.4,107.2,"['RIGHT', 'DOWN']",-0.233,-0.997,1.000
580,person,0.84,34,107,35.0,107.4,"['RIGHT', 'DOWN']",-0.234,-1.000,1.000
581,person,0.85,33,107,34.4,107.4,"['RIGHT', 'DOWN']",-0.235,-1.003,1.000
582,person,0.84,33,106,34.0,107.2,"['RIGHT', 'DOWN']",-0.236,-1.006,1.000
583,person,0.83,31,105,33.0,106.6,"['RIGHT', 'DOWN']",-0.238,-1.009,1.000
584,person,0.83,30,104,32.2,105.8,"['RIGHT', 'DOWN']",-0.239,-1.011,1.000
